FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.68984198-41c6-3d8c-a27e-f626427ad782,-53.845,-12.124,2019-07-08T17:45:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.124 -53.845)
focos_ams_ontem_hoje_ref.68c5de4d-af04-3131-bcc8-8f2373cbbebf,-61.722,-16.928,2019-07-08T17:45:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-16.928 -61.722)
focos_ams_ontem_hoje_ref.68cc4534-9640-3da3-903f-99782cfd671c,-62.157,-26.51,2019-07-08T17:40:00,AQUA_M-T,Alberdi,Santiago del Estero,Argentina,POINT (-26.51 -62.157)
focos_ams_ontem_hoje_ref.6943a298-09a9-3a16-b1a1-dc6502dc58ec,-59.154,-23.204,2019-07-08T17:40:00,AQUA_M-T,Pozo Colorado,Presidente Hayes,Paraguay,POINT (-23.204 -59.154)
focos_ams_ontem_hoje_ref.695c6783-29d7-34ff-a80a-6076e62f85cd,-59.421,-16.307,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.307 -59.421)
focos_ams_ontem_hoje_ref.69e942a9-784f-3d7b-b28c-0031ba42d645,-56.604,-29.175,2019-07-08T17:40:00,AQUA_M-T,ITAQUI,RIO GRANDE DO SUL,Brasil,POINT (-29.175 -56.604)
focos_ams_ontem_hoje_ref.6a7be752-e258-386b-959b-626c703b4017,-61.064,-22.133,2019-07-08T17:40:00,AQUA_M-T,Mariscal José Félix Estigarribia,Boquerón,Paraguay,POINT (-22.133 -61.064)
focos_ams_ontem_hoje_ref.6a950621-6eee-3f7e-9205-f96c15745d6d,-61.454,-17.119,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-17.119 -61.454)
focos_ams_ontem_hoje_ref.6aac8844-c426-36bd-bddd-a5a7b708a4b5,-60.898,-29.186,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-29.186 -60.898)
focos_ams_ontem_hoje_ref.6adcb331-95fd-363c-9f9c-8ae27395bbd8,-41.47,-19.096,2019-07-08T16:05:00,AQUA_M-T,CONSELHEIRO PENA,MINAS GERAIS,Brasil,POINT (-19.096 -41.47)
focos_ams_ontem_hoje_ref.6afdcb02-ab60-3dd6-af2d-527243809165,-59.099,-30.846,2019-07-08T17:40:00,AQUA_M-T,Federal,Entre Ríos,Argentina,POINT (-30.846 -59.099)
focos_ams_ontem_hoje_ref.6b1476db-9a96-362e-8427-e1d54e380296,-56.126,-24.764,2019-07-08T17:40:00,AQUA_M-T,San Estanislao,San Pedro,Paraguay,POINT (-24.764 -56.126)
focos_ams_ontem_hoje_ref.6b191b0a-6a8f-37df-a388-945480adb207,-62.509,-29.948,2019-07-08T17:40:00,AQUA_M-T,Mitre,Santiago del Estero,Argentina,POINT (-29.948 -62.509)
focos_ams_ontem_hoje_ref.6b3acfe0-9495-3ebc-8c2c-61f55007b16b,-49.204,-18.607,2019-07-08T17:45:00,AQUA_M-T,CENTRALINA,MINAS GERAIS,Brasil,POINT (-18.607 -49.204)
focos_ams_ontem_hoje_ref.6b4a4cf8-880a-3b42-9721-5ff9581b0987,-62.331,-28.042,2019-07-08T17:40:00,AQUA_M-T,Juan Felipe Ibarra,Santiago del Estero,Argentina,POINT (-28.042 -62.331)
focos_ams_ontem_hoje_ref.6b94a84a-b1a0-3435-a4b4-08e8dac01b0b,-43.455,-19.57,2019-07-08T16:05:00,AQUA_M-T,ITABIRA,MINAS GERAIS,Brasil,POINT (-19.57 -43.455)
focos_ams_ontem_hoje_ref.6bf2a920-7e16-34b2-a66d-92d4d89f899d,-57.418,-27.463,2019-07-08T17:40:00,AQUA_M-T,Berón de Astrada,Corrientes,Argentina,POINT (-27.463 -57.418)
focos_ams_ontem_hoje_ref.6c2cf275-a7f1-3ad7-b5a1-ca1a660164c7,-60.715,-21.289,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.289 -60.715)
focos_ams_ontem_hoje_ref.6c40a5e5-19b1-3a07-a67a-8bed2ec7a69a,-50.967,-10.971,2019-07-08T17:45:00,AQUA_M-T,LUCIARA,MATO GROSSO,Brasil,POINT (-10.971 -50.967)
focos_ams_ontem_hoje_ref.6c5950cc-b2ed-30ea-a146-21a1044d1d98,-51.257,-27.258,2019-07-08T17:40:00,AQUA_M-T,CAMPOS NOVOS,SANTA CATARINA,Brasil,POINT (-27.258 -51.257)
focos_ams_ontem_hoje_ref.6c5cc413-7461-3c73-91d7-d5587aee0367,-59.302,-28.849,2019-07-08T17:40:00,AQUA_M-T,General Obligado,Santa Fe,Argentina,POINT (-28.849 -59.302)
focos_ams_ontem_hoje_ref.6cd0a230-8bba-31d2-971e-e4000cd16f69,-60.171,-17.428,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.428 -60.171)
focos_ams_ontem_hoje_ref.6cd806b7-f12d-3e2d-8b75-e6b7f6eb07a4,-56.462,-11.434,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.434 -56.462)
focos_ams_ontem_hoje_ref.6d86813c-e717-30fb-bd48-444cf53bca7f,-59.203,-26.81,2019-07-08T17:40:00,AQUA_M-T,Sargento Cabral,Chaco,Argentina,POINT (-26.81 -59.203)
focos_ams_ontem_hoje_ref.6db24fdb-b091-3497-b550-84ba0621725c,-61.638,-17.492,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.492 -61.638)
focos_ams_ontem_hoje_ref.6def85d6-b5af-3888-afb0-72f3aacbb15a,-64.662,-25.705,2019-07-08T17:40:00,AQUA_M-T,Rosario de la Frontera,Salta,Argentina,POINT (-25.705 -64.662)
focos_ams_ontem_hoje_ref.6df1e353-0024-3021-ae8d-bb482cd195da,-58.406,-27.556,2019-07-08T17:40:00,AQUA_M-T,San Luis del Palmar,Corrientes,Argentina,POINT (-27.556 -58.406)
focos_ams_ontem_hoje_ref.6e1eae05-e313-354e-85b7-8aed45c36649,-55.9,-23.952,2019-07-08T17:40:00,AQUA_M-T,Ypejhú,Canindeyú,Paraguay,POINT (-23.952 -55.9)
focos_ams_ontem_hoje_ref.6f690245-e35b-3452-a901-32f334804f0e,-61.712,-16.927,2019-07-08T17:45:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-16.927 -61.712)
focos_ams_ontem_hoje_ref.6fabe405-270f-39ba-8165-0e5a0a80b3d9,-57.06,-29.434,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.434 -57.06)
focos_ams_ontem_hoje_ref.7026506d-f99a-3d2e-aba8-322de53452af,-65.729,-17.226,2019-07-08T17:45:00,AQUA_M-T,Chapare,Cochabamba,Bolivia,POINT (-17.226 -65.729)
focos_ams_ontem_hoje_ref.703c1285-109d-31c1-b9a3-7c598d46ca43,-61.26,-29.722,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-29.722 -61.26)
focos_ams_ontem_hoje_ref.70899654-4986-38e9-bac0-d367e8ee6e45,-65.755,-21.529,2019-07-08T17:40:00,AQUA_M-T,Sud Chichas,Potosí,Bolivia,POINT (-21.529 -65.755)
focos_ams_ontem_hoje_ref.70e60af9-88bb-32a7-8938-420f45fd10ee,-56.923,-25.087,2019-07-08T17:40:00,AQUA_M-T,San José Obrero,Cordillera,Paraguay,POINT (-25.087 -56.923)
focos_ams_ontem_hoje_ref.71326ec3-c70a-3771-adab-b1cd87bd2778,-58.148,-24.588,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-24.588 -58.148)
focos_ams_ontem_hoje_ref.7201690b-2d25-3a4e-9c27-c3dd2c317292,-61.755,-17.958,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.958 -61.755)
focos_ams_ontem_hoje_ref.7277a13c-0734-382a-8de2-4ef35f7e0669,-58.603,-27.747,2019-07-08T17:40:00,AQUA_M-T,Empedrado,Corrientes,Argentina,POINT (-27.747 -58.603)
focos_ams_ontem_hoje_ref.72808dbb-1ed8-3984-b575-b7258c88ef56,-56.523,-26.566,2019-07-08T17:40:00,AQUA_M-T,Fulgencio Yegros,Caazapá,Paraguay,POINT (-26.566 -56.523)
focos_ams_ontem_hoje_ref.72d67fed-325b-3826-8fa1-b0a4f754aba6,-64.476,-27.874,2019-07-08T17:40:00,AQUA_M-T,Capital,Santiago del Estero,Argentina,POINT (-27.874 -64.476)
focos_ams_ontem_hoje_ref.73582101-308d-33ee-bb92-efe455d1889e,-56.469,-11.447,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.447 -56.469)
focos_ams_ontem_hoje_ref.73c49fe6-b325-3bec-9f9d-bb3b411585fb,-56.437,-11.454,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.454 -56.437)
focos_ams_ontem_hoje_ref.749b4b7d-5701-314b-80f6-c0d129abce3d,-61.032,-16.602,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.602 -61.032)
focos_ams_ontem_hoje_ref.749c3632-145d-3ee0-916f-81cf5d871440,-56.06,-26.521,2019-07-08T17:40:00,AQUA_M-T,Yuty,Caazapá,Paraguay,POINT (-26.521 -56.06)
focos_ams_ontem_hoje_ref.74b06bde-e00e-363b-9d03-f35282e520c4,-60.023,-22.103,2019-07-08T17:40:00,AQUA_M-T,Mariscal José Félix Estigarribia,Boquerón,Paraguay,POINT (-22.103 -60.023)
focos_ams_ontem_hoje_ref.7518fc39-9656-3c05-9a49-555a0ac0171c,-56.739,-28.302,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.302 -56.739)
focos_ams_ontem_hoje_ref.75998ec5-dc6c-31fe-8050-2b2283e559f0,-59.319,-29.015,2019-07-08T17:40:00,AQUA_M-T,General Obligado,Santa Fe,Argentina,POINT (-29.015 -59.319)
focos_ams_ontem_hoje_ref.75bad10c-2bb2-3555-a562-9c10fe65c0b3,-63.251,-16.868,2019-07-08T17:45:00,AQUA_M-T,Obispo Santistevan,Santa Cruz,Bolivia,POINT (-16.868 -63.251)
focos_ams_ontem_hoje_ref.75de54ed-1cd8-30c3-aec4-a5823c25d466,-55.408,-28.641,2019-07-08T17:40:00,AQUA_M-T,SANTO ANTÔNIO DAS MISSÕES,RIO GRANDE DO SUL,Brasil,POINT (-28.641 -55.408)
focos_ams_ontem_hoje_ref.75f49cb2-2f2f-3414-afe0-27cc1a776946,-56.912,-20.821,2019-07-08T17:40:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,POINT (-20.821 -56.912)
focos_ams_ontem_hoje_ref.765afa16-e0fe-3940-ace1-e651e7448797,-52.541,-30.523,2019-07-08T17:40:00,AQUA_M-T,ENCRUZILHADA DO SUL,RIO GRANDE DO SUL,Brasil,POINT (-30.523 -52.541)
focos_ams_ontem_hoje_ref.76d37887-6d81-366f-8168-a037a551192c,-64.098,-15.601,2019-07-08T17:45:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.601 -64.098)
focos_ams_ontem_hoje_ref.76e3bf2b-f1f7-344c-9b60-8c30213ad209,-66.911,-9.999,2019-07-08T17:45:00,AQUA_M-T,ACRELÂNDIA,ACRE,Brasil,POINT (-9.999 -66.911)
focos_ams_ontem_hoje_ref.76f6211b-667d-3e1f-a7c7-14bbc1842cd1,-56.63,-24.047,2019-07-08T17:40:00,AQUA_M-T,Lima,San Pedro,Paraguay,POINT (-24.047 -56.63)
focos_ams_ontem_hoje_ref.77303399-32a5-3e1d-8d29-13ef39cae25f,-50.557,-11.899,2019-07-08T17:45:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,POINT (-11.899 -50.557)
focos_ams_ontem_hoje_ref.77cdcd33-b5d9-30db-aa01-45e26214098b,-55.304,-24.738,2019-07-08T17:40:00,AQUA_M-T,Itakyry,Alto Paraná,Paraguay,POINT (-24.738 -55.304)
focos_ams_ontem_hoje_ref.781f4840-f00b-30dc-82d0-f6524f766798,-63.661,-15.649,2019-07-08T17:45:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.649 -63.661)
focos_ams_ontem_hoje_ref.786324f2-9fdb-388c-bbd0-735a191e6dda,-61.44,-29.513,2019-07-08T17:40:00,AQUA_M-T,Nueve de Julio,Santa Fe,Argentina,POINT (-29.513 -61.44)
focos_ams_ontem_hoje_ref.78e1ce01-7f12-3912-9fc9-0159b7bb03e5,-55.122,-19.893,2019-07-08T17:40:00,AQUA_M-T,CORGUINHO,MATO GROSSO DO SUL,Brasil,POINT (-19.893 -55.122)
focos_ams_ontem_hoje_ref.79264188-3ada-3419-8060-66a316dc9d3a,-56.946,-27.356,2019-07-08T17:40:00,AQUA_M-T,Ayolas,Misiones,Paraguay,POINT (-27.356 -56.946)
focos_ams_ontem_hoje_ref.79698c62-27b8-3755-8971-66869900add2,-56.855,-28.383,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.383 -56.855)
focos_ams_ontem_hoje_ref.79c3a033-036b-39a8-8e55-d6d2979617a7,-59.145,-23.203,2019-07-08T17:40:00,AQUA_M-T,Pozo Colorado,Presidente Hayes,Paraguay,POINT (-23.203 -59.145)
focos_ams_ontem_hoje_ref.7a46ce42-b92e-3d08-bd94-0d630f661a0d,-57.592,-23.936,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-23.936 -57.592)
focos_ams_ontem_hoje_ref.7a4cc249-1c06-3876-9285-0677782184fe,-56.476,-11.448,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.448 -56.476)
focos_ams_ontem_hoje_ref.7ab29552-431f-3038-a237-720164a3f740,-63.779,-27.959,2019-07-08T17:40:00,AQUA_M-T,Robles,Santiago del Estero,Argentina,POINT (-27.959 -63.779)
focos_ams_ontem_hoje_ref.7abf2304-6147-3359-b580-002e60d1c476,-58.388,-31.883,2019-07-08T17:40:00,AQUA_M-T,Colón,Entre Ríos,Argentina,POINT (-31.883 -58.388)
focos_ams_ontem_hoje_ref.7b390d12-d1b1-33bf-8249-7c615f2be7ee,-63.689,-9.555,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.555 -63.689)
focos_ams_ontem_hoje_ref.7b861c93-36ab-3191-8c22-0d02a2ae2ae2,-62.696,-26.865,2019-07-08T17:40:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-26.865 -62.696)
focos_ams_ontem_hoje_ref.7b917336-89c1-3f27-b70d-a954a61c732d,-58.363,-26.108,2019-07-08T17:40:00,AQUA_M-T,Formosa,Formosa,Argentina,POINT (-26.108 -58.363)
focos_ams_ontem_hoje_ref.7bccb5b5-5610-33e5-8566-453cff944642,-56.584,-20.861,2019-07-08T17:40:00,AQUA_M-T,BONITO,MATO GROSSO DO SUL,Brasil,POINT (-20.861 -56.584)
focos_ams_ontem_hoje_ref.7be9347c-ac88-33e0-89dc-e3de75fff8f1,-59.939,-19.638,2019-07-08T17:45:00,AQUA_M-T,Mayor Pablo Lagerenza,Alto Paraguay,Paraguay,POINT (-19.638 -59.939)
focos_ams_ontem_hoje_ref.7bf18698-ae3e-3c9f-997d-125a508e17a8,-63.833,-8.71,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-8.71 -63.833)
focos_ams_ontem_hoje_ref.7c0e0441-44ed-3696-89f0-8e8358c4b98b,-57.453,-28.865,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-28.865 -57.453)
focos_ams_ontem_hoje_ref.7c43a9a2-ef3a-3e11-b2d4-37e6bfc5d15d,-58.153,-30.42,2019-07-08T17:40:00,AQUA_M-T,Federación,Entre Ríos,Argentina,POINT (-30.42 -58.153)
focos_ams_ontem_hoje_ref.7c5f3f5a-57c5-3809-91c3-a146a57c2c6f,-55.134,-25.55,2019-07-08T17:40:00,AQUA_M-T,Doctor Juan León Mallorquín,Alto Paraná,Paraguay,POINT (-25.55 -55.134)
focos_ams_ontem_hoje_ref.7ccc91a7-f206-3655-a45e-15e67477753d,-55.272,-24.321,2019-07-08T17:40:00,AQUA_M-T,Villa Ygatimí,Canindeyú,Paraguay,POINT (-24.321 -55.272)
focos_ams_ontem_hoje_ref.7d0e80de-aa6d-301f-86ea-2ba5a658a4b1,-56.649,-24.752,2019-07-08T17:40:00,AQUA_M-T,25 de Diciembre,San Pedro,Paraguay,POINT (-24.752 -56.649)
focos_ams_ontem_hoje_ref.7d766a67-cecc-368e-a9f0-98c8a5ff24ae,-63.942,-14.942,2019-07-08T17:45:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-14.942 -63.942)
focos_ams_ontem_hoje_ref.7d7c8bae-2875-3f5f-9c5c-ee9c7ae21d51,-61.628,-17.491,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.491 -61.628)
focos_ams_ontem_hoje_ref.7e3b202c-5f4c-3d7d-9e84-b18e06746b5f,-64.413,-13.945,2019-07-08T17:45:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-13.945 -64.413)
focos_ams_ontem_hoje_ref.7e6c06ec-a44c-3d76-a989-c1f5620c6fa1,-64.155,-8.551,2019-07-08T17:45:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,POINT (-8.551 -64.155)
focos_ams_ontem_hoje_ref.7e712fd1-45d3-344e-b21a-22597ef3b92f,-66.919,-9.992,2019-07-08T17:45:00,AQUA_M-T,ACRELÂNDIA,ACRE,Brasil,POINT (-9.992 -66.919)
focos_ams_ontem_hoje_ref.7e757a97-d160-3fc4-a505-e4bdf0b6e716,-55.798,-26.499,2019-07-08T17:40:00,AQUA_M-T,Alto Verá,Itapúa,Paraguay,POINT (-26.499 -55.798)
focos_ams_ontem_hoje_ref.7e7dc02e-3e05-3c02-b8e6-6dd46ebf01fd,-66.054,-13.525,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.525 -66.054)
focos_ams_ontem_hoje_ref.7ebd0dae-c318-32f7-8d25-b15a5e83255e,-58.654,-26.488,2019-07-08T17:40:00,AQUA_M-T,Laishi,Formosa,Argentina,POINT (-26.488 -58.654)
focos_ams_ontem_hoje_ref.7ee1b671-804e-3080-97a9-7907ae892f9d,-59.331,-26.442,2019-07-08T17:40:00,AQUA_M-T,Libertador General San Martín,Chaco,Argentina,POINT (-26.442 -59.331)
focos_ams_ontem_hoje_ref.7ef3e8ec-2aec-3cbd-a8e6-d8ed1af254a4,-56.129,-23.784,2019-07-08T17:40:00,AQUA_M-T,Nueva Germania,San Pedro,Paraguay,POINT (-23.784 -56.129)
focos_ams_ontem_hoje_ref.7f7ec95b-35f4-3e04-9724-7b26031a6de6,-54.163,-29.329,2019-07-08T17:40:00,AQUA_M-T,QUEVEDOS,RIO GRANDE DO SUL,Brasil,POINT (-29.329 -54.163)
focos_ams_ontem_hoje_ref.7fe5a20d-b283-393c-947a-c15a78a7d3d7,-61.022,-16.601,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.601 -61.022)
focos_ams_ontem_hoje_ref.800512c9-1076-3afb-9e19-da34cc1a9a34,-57.688,-25.11,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-25.11 -57.688)
focos_ams_ontem_hoje_ref.803087c2-92f3-3be7-8593-3939d35ae062,-54.308,-21.678,2019-07-08T17:40:00,AQUA_M-T,RIO BRILHANTE,MATO GROSSO DO SUL,Brasil,POINT (-21.678 -54.308)
focos_ams_ontem_hoje_ref.80a34d65-37cb-37b6-b198-861c45619e31,-47.03,-4.318,2019-07-08T16:10:00,AQUA_M-T,BOM JARDIM,MARANHÃO,Brasil,POINT (-4.318 -47.03)
focos_ams_ontem_hoje_ref.8159b5a6-7e5a-3b1f-94ef-34bdb7f4de69,-60.387,-28.069,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-28.069 -60.387)
focos_ams_ontem_hoje_ref.81a37c99-9cef-3a92-b70d-fe3a3542d4f1,-60.236,-34.244,2019-07-08T17:40:00,AQUA_M-T,Salto,Buenos Aires,Argentina,POINT (-34.244 -60.236)
focos_ams_ontem_hoje_ref.81d6db70-e7a3-36c5-9097-ed219703420a,-58.012,-29.063,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-29.063 -58.012)
focos_ams_ontem_hoje_ref.81d91c5b-d84c-383a-9417-3a97c8627c0e,-61.05,-26.616,2019-07-08T17:40:00,AQUA_M-T,Almirante Brown,Chaco,Argentina,POINT (-26.616 -61.05)
focos_ams_ontem_hoje_ref.8201731d-637c-3ab1-b9cf-2c4db4a379bc,-50.97,-10.953,2019-07-08T17:45:00,AQUA_M-T,LUCIARA,MATO GROSSO,Brasil,POINT (-10.953 -50.97)
focos_ams_ontem_hoje_ref.820649b3-d93c-3973-894b-84ce9bd882dd,-55.988,-25.319,2019-07-08T17:40:00,AQUA_M-T,Caaguazú,Caaguazú,Paraguay,POINT (-25.319 -55.988)
focos_ams_ontem_hoje_ref.827abc92-beff-3ab4-ba78-fc4f433e692d,-52.525,-23.316,2019-07-08T17:40:00,AQUA_M-T,SÃO CARLOS DO IVAÍ,PARANÁ,Brasil,POINT (-23.316 -52.525)
focos_ams_ontem_hoje_ref.829fdee8-1ed4-322a-a29d-a7ad2c1d65ce,-55.3,-24.674,2019-07-08T17:40:00,AQUA_M-T,Itakyry,Alto Paraná,Paraguay,POINT (-24.674 -55.3)
focos_ams_ontem_hoje_ref.82f1c28a-87cc-30ad-bc67-c58e2490d87c,-58.261,-29.28,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-29.28 -58.261)
focos_ams_ontem_hoje_ref.83b91208-3f88-3847-b595-0451a9b0dc3e,-55.13,-24.934,2019-07-08T17:40:00,AQUA_M-T,Itakyry,Alto Paraná,Paraguay,POINT (-24.934 -55.13)
focos_ams_ontem_hoje_ref.83e4449b-205b-362d-b7d8-e60c8524ac5c,-54.736,-25.545,2019-07-08T17:40:00,AQUA_M-T,Minga Guazú,Alto Paraná,Paraguay,POINT (-25.545 -54.736)
focos_ams_ontem_hoje_ref.83fb869b-7ac3-38f7-98a4-3bbab39f076e,-59.593,-22.109,2019-07-08T17:40:00,AQUA_M-T,Mariscal José Félix Estigarribia,Boquerón,Paraguay,POINT (-22.109 -59.593)
focos_ams_ontem_hoje_ref.8419d62a-d4c0-38a6-85b1-99149bc851a0,-58.838,-31.232,2019-07-08T17:40:00,AQUA_M-T,Villaguay,Entre Ríos,Argentina,POINT (-31.232 -58.838)
focos_ams_ontem_hoje_ref.84610e3c-adba-3cfd-a4f7-ee1f6800730c,-57.222,-18.598,2019-07-08T17:45:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-18.598 -57.222)
focos_ams_ontem_hoje_ref.848a9c3e-0501-3746-b3f2-e6c2c62fb750,-56.63,-27.144,2019-07-08T17:40:00,AQUA_M-T,General Delgado,Itapúa,Paraguay,POINT (-27.144 -56.63)
focos_ams_ontem_hoje_ref.850d364e-9e97-3db2-8205-e2fb05586581,-65.626,-13.06,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.06 -65.626)
focos_ams_ontem_hoje_ref.8559cfe2-6f4c-34f8-bbd1-fb9e7395fbfe,-64.351,-13.937,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.937 -64.351)
focos_ams_ontem_hoje_ref.856c2c57-5f3c-3da6-aaec-6dd33de2498a,-55.447,-17.857,2019-07-08T17:45:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-17.857 -55.447)
focos_ams_ontem_hoje_ref.85b31084-24d6-3fc7-8778-197c974347d8,-56.643,-27.154,2019-07-08T17:40:00,AQUA_M-T,Santiago,Misiones,Paraguay,POINT (-27.154 -56.643)
focos_ams_ontem_hoje_ref.85ceaf0e-bebb-35ac-86bf-db0a1554aa8b,-66.085,-13.291,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.291 -66.085)
focos_ams_ontem_hoje_ref.85dcca88-cb7b-3cb5-b01e-c37d97ac20ce,-62.277,-11.362,2019-07-08T17:45:00,AQUA_M-T,ALVORADA D'OESTE,RONDÔNIA,Brasil,POINT (-11.362 -62.277)
focos_ams_ontem_hoje_ref.861f48ec-960e-37f3-b415-575edbabbf92,-55.762,-24.707,2019-07-08T17:40:00,AQUA_M-T,Villa San Isidro Curuguaty,Canindeyú,Paraguay,POINT (-24.707 -55.762)
focos_ams_ontem_hoje_ref.862b190d-7fb1-3bd5-ad1a-43fee5af9722,-59.178,-28.457,2019-07-08T17:40:00,AQUA_M-T,General Obligado,Santa Fe,Argentina,POINT (-28.457 -59.178)
focos_ams_ontem_hoje_ref.867a60f9-ec90-39e6-a935-604f824da155,-57.678,-22.456,2019-07-08T17:40:00,AQUA_M-T,Concepción,Concepción,Paraguay,POINT (-22.456 -57.678)
focos_ams_ontem_hoje_ref.86a631b6-44fe-3ae7-913a-e5305123bf1d,-64.456,-27.859,2019-07-08T17:40:00,AQUA_M-T,Capital,Santiago del Estero,Argentina,POINT (-27.859 -64.456)
focos_ams_ontem_hoje_ref.870f0230-002f-31d5-a25d-aa76b6c4aa5d,-54.214,-29.011,2019-07-08T17:40:00,AQUA_M-T,TUPANCIRETÃ,RIO GRANDE DO SUL,Brasil,POINT (-29.011 -54.214)
focos_ams_ontem_hoje_ref.8747b9d1-ea89-3a9b-8318-5ac56fa8d129,-63.635,-8.793,2019-07-08T17:45:00,AQUA_M-T,CANDEIAS DO JAMARI,RONDÔNIA,Brasil,POINT (-8.793 -63.635)
focos_ams_ontem_hoje_ref.87cab0b2-ee34-3ec4-95ec-9fd378f8182e,-59.015,-25.665,2019-07-08T17:40:00,AQUA_M-T,Pirané,Formosa,Argentina,POINT (-25.665 -59.015)
focos_ams_ontem_hoje_ref.87cd97a5-9284-31ba-bb8a-77e8bf590515,-56.139,-27.474,2019-07-08T17:40:00,AQUA_M-T,Ituzaingó,Corrientes,Argentina,POINT (-27.474 -56.139)
focos_ams_ontem_hoje_ref.880420dd-74af-3525-a6e8-5427321848e6,-57.074,-24.42,2019-07-08T17:40:00,AQUA_M-T,Villa del Rosario,San Pedro,Paraguay,POINT (-24.42 -57.074)
focos_ams_ontem_hoje_ref.88373eb8-ad9d-3315-bf4e-7bf517ad433c,-64.396,-13.28,2019-07-08T17:45:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-13.28 -64.396)
focos_ams_ontem_hoje_ref.88ac08e8-0307-3dcc-b989-1bd3b4cd15f8,-57.459,-30.051,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-30.051 -57.459)
focos_ams_ontem_hoje_ref.88d8e25c-a74f-356b-b898-29f058bd2402,-57.728,-9.895,2019-07-08T17:45:00,AQUA_M-T,NOVA BANDEIRANTES,MATO GROSSO,Brasil,POINT (-9.895 -57.728)
