FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.26e4fa63-b124-386a-b762-ed217444ae1e,-57.299,-24.6,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-24.6 -57.299)
focos_ams_ontem_hoje_ref.277e0fd5-4448-36b8-8931-ce184ba58e1f,-50.484,-11.832,2019-07-08T17:45:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,POINT (-11.832 -50.484)
focos_ams_ontem_hoje_ref.27be6ab4-d7e9-3f1e-96f8-13c11e9bfb9a,-55.927,-26.363,2019-07-08T17:40:00,AQUA_M-T,San Juan Nepomuceno,Caazapá,Paraguay,POINT (-26.363 -55.927)
focos_ams_ontem_hoje_ref.27df02c5-117f-3e22-81b5-4424c75826a9,-59.795,-29.012,2019-07-08T17:40:00,AQUA_M-T,General Obligado,Santa Fe,Argentina,POINT (-29.012 -59.795)
focos_ams_ontem_hoje_ref.28b6a8e3-aafd-3002-b78c-91a43e4b5779,-58.96,-25.511,2019-07-08T17:40:00,AQUA_M-T,Pirané,Formosa,Argentina,POINT (-25.511 -58.96)
focos_ams_ontem_hoje_ref.295d88be-51a0-363d-b58d-2a14ee1ea51e,-55.994,-26.116,2019-07-08T17:40:00,AQUA_M-T,San Juan Nepomuceno,Caazapá,Paraguay,POINT (-26.116 -55.994)
focos_ams_ontem_hoje_ref.2982ae90-ab45-3efa-8b78-e187f2b60da9,-56.75,-28.303,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.303 -56.75)
focos_ams_ontem_hoje_ref.29885fcd-ad8a-3fe2-874f-531955b1939d,-58.667,-28.278,2019-07-08T17:40:00,AQUA_M-T,Saladas,Corrientes,Argentina,POINT (-28.278 -58.667)
focos_ams_ontem_hoje_ref.298ebbd3-602c-3478-ae13-b00f158bb189,-58.865,-27.599,2019-07-08T17:40:00,AQUA_M-T,Capital,Corrientes,Argentina,POINT (-27.599 -58.865)
focos_ams_ontem_hoje_ref.29951378-4faa-37ed-b7d7-5b356d55ecad,-56.845,-28.381,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.381 -56.845)
focos_ams_ontem_hoje_ref.2995d768-9fff-38ed-a15e-559d624e4f67,-61.499,-10.765,2019-07-08T17:45:00,AQUA_M-T,JI-PARANÁ,RONDÔNIA,Brasil,POINT (-10.765 -61.499)
focos_ams_ontem_hoje_ref.29bb6333-38ec-3a55-8779-95883b163b1c,-58.834,-21.265,2019-07-08T17:40:00,AQUA_M-T,La Victoria,Alto Paraguay,Paraguay,POINT (-21.265 -58.834)
focos_ams_ontem_hoje_ref.2a2b5f86-01db-37c6-a7cc-c22baa9320c3,-51.254,-25.169,2019-07-08T17:40:00,AQUA_M-T,GUARAPUAVA,PARANÁ,Brasil,POINT (-25.169 -51.254)
focos_ams_ontem_hoje_ref.2afe8345-923d-3ae0-8316-2a976be7128b,-55.981,-25.042,2019-07-08T17:40:00,AQUA_M-T,Yhú,Caaguazú,Paraguay,POINT (-25.042 -55.981)
focos_ams_ontem_hoje_ref.2b4d662e-ec72-3c85-bd8c-7dc6e22a1e13,-58.507,-28.332,2019-07-08T17:40:00,AQUA_M-T,Saladas,Corrientes,Argentina,POINT (-28.332 -58.507)
focos_ams_ontem_hoje_ref.2b8aff81-f5ab-3047-8d39-30585b76e32b,-52.535,-23.324,2019-07-08T17:40:00,AQUA_M-T,SÃO CARLOS DO IVAÍ,PARANÁ,Brasil,POINT (-23.324 -52.535)
focos_ams_ontem_hoje_ref.2c02cc98-6846-3474-8900-cdacdaaae05b,-58.02,-25.885,2019-07-08T17:40:00,AQUA_M-T,Formosa,Formosa,Argentina,POINT (-25.885 -58.02)
focos_ams_ontem_hoje_ref.2c08a07c-4fe9-3411-8441-262d24c6d6ab,-75.861,-12.913,2019-07-08T19:25:00,AQUA_M-T,Yauyos,Lima,Peru,POINT (-12.913 -75.861)
focos_ams_ontem_hoje_ref.2c4deb7f-bd99-3faf-a455-21165fc64e07,-51.278,-25.161,2019-07-08T17:40:00,AQUA_M-T,GUARAPUAVA,PARANÁ,Brasil,POINT (-25.161 -51.278)
focos_ams_ontem_hoje_ref.2ce00b11-0266-36fa-80a2-2eb7cf4f32c3,-56.295,-23.883,2019-07-08T17:40:00,AQUA_M-T,Nueva Germania,San Pedro,Paraguay,POINT (-23.883 -56.295)
focos_ams_ontem_hoje_ref.2d039d58-6d29-3cbf-bab1-e88b8bd8a796,-63.879,-13.966,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.966 -63.879)
focos_ams_ontem_hoje_ref.2db541b4-02eb-34c4-a59b-ee93035a9220,-55.874,-26.346,2019-07-08T17:40:00,AQUA_M-T,San Juan Nepomuceno,Caazapá,Paraguay,POINT (-26.346 -55.874)
focos_ams_ontem_hoje_ref.2e81a03b-097b-3a50-9031-6abb8a7d188e,-49.157,-18.603,2019-07-08T17:45:00,AQUA_M-T,CENTRALINA,MINAS GERAIS,Brasil,POINT (-18.603 -49.157)
focos_ams_ontem_hoje_ref.2eb4a79e-378f-3969-875a-a0372a5ed3ff,-57.663,-26.339,2019-07-08T17:40:00,AQUA_M-T,Caapucú,Paraguarí,Paraguay,POINT (-26.339 -57.663)
focos_ams_ontem_hoje_ref.2efc78a5-5764-375b-8a78-65c0753e6340,-58.067,-20.479,2019-07-08T17:40:00,AQUA_M-T,Fuerte Olimpo,Alto Paraguay,Paraguay,POINT (-20.479 -58.067)
focos_ams_ontem_hoje_ref.2fe2dfec-febe-3294-be1c-acd60dae8dfe,-62.475,-8.879,2019-07-08T17:45:00,AQUA_M-T,CUJUBIM,RONDÔNIA,Brasil,POINT (-8.879 -62.475)
focos_ams_ontem_hoje_ref.2ff5b098-8ad3-3b72-a602-a2227ce4d46c,-59.938,-19.647,2019-07-08T17:45:00,AQUA_M-T,Mayor Pablo Lagerenza,Alto Paraguay,Paraguay,POINT (-19.647 -59.938)
focos_ams_ontem_hoje_ref.30068cb4-475b-34b1-a22e-12682c038564,-56.432,-26.911,2019-07-08T17:40:00,AQUA_M-T,General Artigas,Itapúa,Paraguay,POINT (-26.911 -56.432)
focos_ams_ontem_hoje_ref.301f8061-209f-3a45-8346-217d17e90f69,-59.424,-17.716,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-17.716 -59.424)
focos_ams_ontem_hoje_ref.302d870f-138e-3faf-bc17-11cbf08c9ce2,-57.342,-29.216,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-29.216 -57.342)
focos_ams_ontem_hoje_ref.30ce1c94-b32a-3dd8-a86e-cd1358517490,-58.758,-27.006,2019-07-08T17:40:00,AQUA_M-T,Bermejo,Chaco,Argentina,POINT (-27.006 -58.758)
focos_ams_ontem_hoje_ref.30fbcedb-1410-3542-93f8-da0d14f2fd14,-56.633,-27.153,2019-07-08T17:40:00,AQUA_M-T,General Delgado,Itapúa,Paraguay,POINT (-27.153 -56.633)
focos_ams_ontem_hoje_ref.3102d036-3ac2-3fbc-94f8-b3138b09f700,-62.754,-28.212,2019-07-08T17:40:00,AQUA_M-T,Juan Felipe Ibarra,Santiago del Estero,Argentina,POINT (-28.212 -62.754)
focos_ams_ontem_hoje_ref.311434c6-d816-3909-be7d-c91defc27bf1,-57.151,-28.849,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.849 -57.151)
focos_ams_ontem_hoje_ref.3214c395-f2c6-3925-a1c4-cffa38d2ba9a,-47.4,-1.748,2019-07-08T16:10:00,AQUA_M-T,IRITUIA,PARÁ,Brasil,POINT (-1.748 -47.4)
focos_ams_ontem_hoje_ref.3235a2a2-7a20-3cd2-9157-b6fa3cf7f930,-54.599,-12.722,2019-07-08T17:45:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.722 -54.599)
focos_ams_ontem_hoje_ref.32368a6a-36be-3812-9c24-4da6771ec7b0,-52.526,-30.52,2019-07-08T17:40:00,AQUA_M-T,ENCRUZILHADA DO SUL,RIO GRANDE DO SUL,Brasil,POINT (-30.52 -52.526)
focos_ams_ontem_hoje_ref.325961d3-110c-33f0-9d2e-2136f776e539,-62.452,-22.074,2019-07-08T17:40:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-22.074 -62.452)
focos_ams_ontem_hoje_ref.325c8352-c351-370e-9b38-ebc74a9cab2f,-54.176,-12.162,2019-07-08T17:45:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-12.162 -54.176)
focos_ams_ontem_hoje_ref.32b678ac-e35d-3ceb-80fc-1e1606a07e3c,-54.762,-11.645,2019-07-08T17:45:00,AQUA_M-T,CLÁUDIA,MATO GROSSO,Brasil,POINT (-11.645 -54.762)
focos_ams_ontem_hoje_ref.3327ef8c-895f-3a65-8fb4-a2c3202ea421,-60.579,-21.132,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.132 -60.579)
focos_ams_ontem_hoje_ref.3346f481-7aa7-3d09-b2ed-f37cefbfd0b4,-57.55,-23.782,2019-07-08T17:40:00,AQUA_M-T,Pozo Colorado,Presidente Hayes,Paraguay,POINT (-23.782 -57.55)
focos_ams_ontem_hoje_ref.334edd33-9fa0-37b7-b409-cd7ff56ad5ed,-63.996,-27.634,2019-07-08T17:40:00,AQUA_M-T,Banda,Santiago del Estero,Argentina,POINT (-27.634 -63.996)
focos_ams_ontem_hoje_ref.3388be89-e909-3802-b385-eead2aeb41c9,-72.103,3.403,2019-07-08T17:50:00,AQUA_M-T,Mapiripán,Meta,Colombia,POINT (3.403 -72.103)
focos_ams_ontem_hoje_ref.339f131b-7bf3-3b5f-ab89-4624000b3eae,-63.043,-27.38,2019-07-08T17:40:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-27.38 -63.043)
focos_ams_ontem_hoje_ref.33b3ce02-5ecf-32f8-bf87-c5142feaf5b3,-55.989,-29.376,2019-07-08T17:40:00,AQUA_M-T,ALEGRETE,RIO GRANDE DO SUL,Brasil,POINT (-29.376 -55.989)
focos_ams_ontem_hoje_ref.33b802b9-5ef1-346d-9b78-85e03cac55b8,-51.537,-23.636,2019-07-08T17:40:00,AQUA_M-T,CAMBIRA,PARANÁ,Brasil,POINT (-23.636 -51.537)
focos_ams_ontem_hoje_ref.3413d4b5-692d-3196-bb68-35cf5c85ab73,-65.401,-14.356,2019-07-08T17:45:00,AQUA_M-T,Moxos,El Beni,Bolivia,POINT (-14.356 -65.401)
focos_ams_ontem_hoje_ref.343ef01a-e76f-362c-8fc3-1a6c17b9a3f4,-60.62,-27.041,2019-07-08T17:40:00,AQUA_M-T,O'Higgins,Chaco,Argentina,POINT (-27.041 -60.62)
focos_ams_ontem_hoje_ref.344198db-7773-3d94-8454-79f9c7bec5b1,-42.692,-3.155,2019-07-08T16:10:00,AQUA_M-T,TUTÓIA,MARANHÃO,Brasil,POINT (-3.155 -42.692)
focos_ams_ontem_hoje_ref.34cb46fb-1f29-3a4a-b96a-51177402632a,-59.619,-26.729,2019-07-08T17:40:00,AQUA_M-T,Sargento Cabral,Chaco,Argentina,POINT (-26.729 -59.619)
focos_ams_ontem_hoje_ref.34e5eecd-cd6e-360c-ad2d-aa025bcc7986,-43.141,-17.88,2019-07-08T16:05:00,AQUA_M-T,SENADOR MODESTINO GONÇALVES,MINAS GERAIS,Brasil,POINT (-17.88 -43.141)
focos_ams_ontem_hoje_ref.350cc58f-2dfe-33c6-8882-34fa0c82eba0,-57.127,-29.472,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.472 -57.127)
focos_ams_ontem_hoje_ref.35534001-8085-3b0f-be06-3073406a7881,-56.378,-24.163,2019-07-08T17:40:00,AQUA_M-T,Choré,San Pedro,Paraguay,POINT (-24.163 -56.378)
focos_ams_ontem_hoje_ref.36106be3-ed6f-3e78-8994-752c6bd0cc35,-58.068,-17.274,2019-07-08T17:45:00,AQUA_M-T,CÁCERES,MATO GROSSO,Brasil,POINT (-17.274 -58.068)
focos_ams_ontem_hoje_ref.361bf70b-5e35-3d09-96ce-f70a48fba176,-62.387,-27.764,2019-07-08T17:40:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-27.764 -62.387)
focos_ams_ontem_hoje_ref.366b07c4-e6fb-3b34-b7b8-8da207ea90f8,-42.337,-2.946,2019-07-08T16:10:00,AQUA_M-T,TUTÓIA,MARANHÃO,Brasil,POINT (-2.946 -42.337)
focos_ams_ontem_hoje_ref.36a09d88-db3a-3150-b1c2-3281ab46ba8a,-66.079,-13.298,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.298 -66.079)
focos_ams_ontem_hoje_ref.36b23114-96a2-3d71-9610-b7aae821458a,-65.329,-13.832,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.832 -65.329)
focos_ams_ontem_hoje_ref.36b5005d-e43c-330e-90df-5f63717c7a3b,-59.745,-13.455,2019-07-08T17:45:00,AQUA_M-T,COMODORO,MATO GROSSO,Brasil,POINT (-13.455 -59.745)
focos_ams_ontem_hoje_ref.370f4bec-da33-3c93-9d4f-7a1b81230bdb,-58.618,-29.117,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.117 -58.618)
focos_ams_ontem_hoje_ref.379bd4e0-81c9-3afa-9723-032603ba61e6,-64.445,-13.054,2019-07-08T17:45:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-13.054 -64.445)
focos_ams_ontem_hoje_ref.37eeb04f-8b07-372b-bff2-b7dd22ded645,-58.277,-26.372,2019-07-08T17:40:00,AQUA_M-T,Laishi,Formosa,Argentina,POINT (-26.372 -58.277)
focos_ams_ontem_hoje_ref.380bb625-f64a-3ed3-be16-9c103c257824,-63.04,-27.402,2019-07-08T17:40:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-27.402 -63.04)
focos_ams_ontem_hoje_ref.3843b98a-076c-3a35-bb55-17739cf19ed3,-46.283,-12.806,2019-07-08T16:05:00,AQUA_M-T,LAVANDEIRA,TOCANTINS,Brasil,POINT (-12.806 -46.283)
focos_ams_ontem_hoje_ref.3843ce3f-5209-355d-afce-44a289334bf8,-63.867,-13.965,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.965 -63.867)
focos_ams_ontem_hoje_ref.39262767-1ba8-3737-8c87-df3148cd5cc6,-56.425,-26.809,2019-07-08T17:40:00,AQUA_M-T,General Artigas,Itapúa,Paraguay,POINT (-26.809 -56.425)
focos_ams_ontem_hoje_ref.3932ea3d-2df1-331e-b510-2c82f7fa2903,-51.728,-30.274,2019-07-08T17:40:00,AQUA_M-T,ARROIO DOS RATOS,RIO GRANDE DO SUL,Brasil,POINT (-30.274 -51.728)
focos_ams_ontem_hoje_ref.3973bf95-c315-3817-a6c8-1f1ebb29e196,-64.978,-14.201,2019-07-08T17:45:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.201 -64.978)
focos_ams_ontem_hoje_ref.398a18af-aef1-3bc0-a2b9-b43633143f0f,-60.795,-17.847,2019-07-08T17:45:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.847 -60.795)
focos_ams_ontem_hoje_ref.39adced4-a436-3864-b427-2c20ab1a9454,-58.346,-27.96,2019-07-08T17:40:00,AQUA_M-T,Empedrado,Corrientes,Argentina,POINT (-27.96 -58.346)
focos_ams_ontem_hoje_ref.3a051c0c-adbd-30d6-8a55-b1d8dfd191f9,-64.078,-8.579,2019-07-08T17:45:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,POINT (-8.579 -64.078)
focos_ams_ontem_hoje_ref.3abbc0f8-b2c7-345c-82ee-8d22ae4b5cfd,-64.455,-27.872,2019-07-08T17:40:00,AQUA_M-T,Capital,Santiago del Estero,Argentina,POINT (-27.872 -64.455)
focos_ams_ontem_hoje_ref.3b9bbd22-ca4f-34c5-bec4-626a1de3634e,-56.28,-24.216,2019-07-08T17:40:00,AQUA_M-T,San Estanislao,San Pedro,Paraguay,POINT (-24.216 -56.28)
focos_ams_ontem_hoje_ref.3c817c17-0958-32b3-9e49-7a313ca0e68c,-56.369,-11.545,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.545 -56.369)
focos_ams_ontem_hoje_ref.3d07aec7-a440-397f-8a81-9aff1eae6e60,-55.243,-23.681,2019-07-08T17:40:00,AQUA_M-T,PARANHOS,MATO GROSSO DO SUL,Brasil,POINT (-23.681 -55.243)
focos_ams_ontem_hoje_ref.3e126007-cab3-3ad6-ac88-ef2c5c686b17,-57.306,-28.651,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-28.651 -57.306)
focos_ams_ontem_hoje_ref.3e297e1e-8bf9-3159-8e88-a91cc8885523,-49.727,-19.783,2019-07-08T17:40:00,AQUA_M-T,SÃO FRANCISCO DE SALES,MINAS GERAIS,Brasil,POINT (-19.783 -49.727)
focos_ams_ontem_hoje_ref.3ed4f05a-43f2-3c91-97e9-dad8b7ee26d7,-58.302,-30.184,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-30.184 -58.302)
focos_ams_ontem_hoje_ref.3ef76e34-9127-327d-8726-1e53bc83da1d,-58.291,-30.183,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-30.183 -58.291)
focos_ams_ontem_hoje_ref.3f2251c8-87ea-36fc-94e8-82e8049cbda3,-60.869,-29.061,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-29.061 -60.869)
focos_ams_ontem_hoje_ref.3f38beaa-343f-3093-9126-f8c96826ce43,-63.029,-27.355,2019-07-08T17:40:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-27.355 -63.029)
focos_ams_ontem_hoje_ref.3f539e3b-4d4b-3a3e-8df0-523d3fb0ba48,-57.053,-25.65,2019-07-08T17:40:00,AQUA_M-T,Escobar,Paraguarí,Paraguay,POINT (-25.65 -57.053)
focos_ams_ontem_hoje_ref.3fa15751-000c-3c07-84ef-d49fffaf2d94,-64.153,-8.56,2019-07-08T17:45:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,POINT (-8.56 -64.153)
focos_ams_ontem_hoje_ref.3fbcdc2d-9a4a-31ad-900a-a18f25af743b,-58.046,-17.281,2019-07-08T17:45:00,AQUA_M-T,CÁCERES,MATO GROSSO,Brasil,POINT (-17.281 -58.046)
focos_ams_ontem_hoje_ref.3fe8bf01-78c4-3963-86f9-25466fe61d80,-57.232,-18.6,2019-07-08T17:45:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-18.6 -57.232)
focos_ams_ontem_hoje_ref.40475775-f41f-31d6-941e-9b5cf6e283d0,-58.957,-24.307,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-24.307 -58.957)
focos_ams_ontem_hoje_ref.405fb9b6-1ace-31ff-b452-96b631c90c8b,-61.033,-16.593,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.593 -61.033)
focos_ams_ontem_hoje_ref.4086a237-32cd-3ee4-a198-6aa8109e68f0,-64.316,-14.154,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-14.154 -64.316)
focos_ams_ontem_hoje_ref.408aebcc-4fb9-3e64-b7db-ee4bfcd16369,-50.368,-11.611,2019-07-08T17:45:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,POINT (-11.611 -50.368)
focos_ams_ontem_hoje_ref.40928313-bbd0-3549-86ce-ee88cdcb54da,-62.912,-8.352,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-8.352 -62.912)
focos_ams_ontem_hoje_ref.40a3d957-753c-3c2f-b232-565314959eb5,-60.892,-29.184,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-29.184 -60.892)
focos_ams_ontem_hoje_ref.40e8bc48-8ca8-390f-9ab0-6b049b43e283,-61.369,-16.18,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.18 -61.369)
focos_ams_ontem_hoje_ref.41fdd5f7-575f-35cc-93c4-5543294a6752,-61.402,-23.246,2019-07-08T17:40:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.246 -61.402)
focos_ams_ontem_hoje_ref.42002eac-cd38-36d9-ac36-daab863ccddd,-59.754,-13.457,2019-07-08T17:45:00,AQUA_M-T,COMODORO,MATO GROSSO,Brasil,POINT (-13.457 -59.754)
focos_ams_ontem_hoje_ref.420b6efc-5197-3155-8335-9e0e8a671149,-43.282,-3.228,2019-07-08T16:10:00,AQUA_M-T,URBANO SANTOS,MARANHÃO,Brasil,POINT (-3.228 -43.282)
focos_ams_ontem_hoje_ref.42dac04a-edda-34fc-8cce-a061b3873436,-56.781,-23.721,2019-07-08T17:40:00,AQUA_M-T,Tacuatí,San Pedro,Paraguay,POINT (-23.721 -56.781)
focos_ams_ontem_hoje_ref.4322155a-8f37-30ff-8220-111cb5be75da,-55.605,-20.837,2019-07-08T17:40:00,AQUA_M-T,ANASTÁCIO,MATO GROSSO DO SUL,Brasil,POINT (-20.837 -55.605)
focos_ams_ontem_hoje_ref.43481166-40e3-34d6-b7dd-16be870aabe9,-42.967,-18.076,2019-07-08T16:05:00,AQUA_M-T,ITAMARANDIBA,MINAS GERAIS,Brasil,POINT (-18.076 -42.967)
focos_ams_ontem_hoje_ref.4365349b-3aaf-3905-bfc5-ac5431b48cf4,-55.69,-27.544,2019-07-08T17:40:00,AQUA_M-T,Candelaria,Misiones,Argentina,POINT (-27.544 -55.69)
focos_ams_ontem_hoje_ref.43cf07d5-2191-35a3-9e93-1c8ebf55c077,-55.944,-26.551,2019-07-08T17:40:00,AQUA_M-T,San Pedro del Paraná,Itapúa,Paraguay,POINT (-26.551 -55.944)
focos_ams_ontem_hoje_ref.43e0eeca-a09d-3f39-b5c2-82591872ab04,-53.214,-14.3,2019-07-08T17:45:00,AQUA_M-T,CAMPINÁPOLIS,MATO GROSSO,Brasil,POINT (-14.3 -53.214)
focos_ams_ontem_hoje_ref.43e2edb1-4495-3476-93c0-1b8e5f8ae3cf,-54.615,-31.653,2019-07-08T17:40:00,AQUA_M-T,n.a28,Rivera,Uruguay,POINT (-31.653 -54.615)
focos_ams_ontem_hoje_ref.4468a8c0-86fd-3041-8529-1ab1eca33120,-56.446,-11.443,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.443 -56.446)
focos_ams_ontem_hoje_ref.4474987a-25d8-3dc7-9b3d-86fd538f4ddf,-57.597,-22.066,2019-07-08T17:40:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,POINT (-22.066 -57.597)
focos_ams_ontem_hoje_ref.4503a496-daca-3b30-b7d2-9d9945dc1c72,-56.467,-11.458,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.458 -56.467)
focos_ams_ontem_hoje_ref.45075f38-cac1-3662-8aca-77a4bc3cf60a,-55.828,-23.283,2019-07-08T17:40:00,AQUA_M-T,Capitán Bado,Amambay,Paraguay,POINT (-23.283 -55.828)
focos_ams_ontem_hoje_ref.4539efe4-acdb-31b6-9933-c0bfe878666d,-57.709,-9.897,2019-07-08T17:45:00,AQUA_M-T,NOVA BANDEIRANTES,MATO GROSSO,Brasil,POINT (-9.897 -57.709)
focos_ams_ontem_hoje_ref.45e5d911-f99b-3e49-afbe-7ae372decd45,-56.207,-26.553,2019-07-08T17:40:00,AQUA_M-T,Yuty,Caazapá,Paraguay,POINT (-26.553 -56.207)
focos_ams_ontem_hoje_ref.461e3a4e-adaf-3f35-84c3-9f2bd5e5a94a,-63.836,-13.89,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.89 -63.836)
focos_ams_ontem_hoje_ref.461e5666-264f-3d08-b9a6-aab0c13707ce,-60.457,-26.735,2019-07-08T17:40:00,AQUA_M-T,Comandante Fernández,Chaco,Argentina,POINT (-26.735 -60.457)
focos_ams_ontem_hoje_ref.47238450-15cb-3492-9575-211151e90768,-60.813,-29.124,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-29.124 -60.813)
focos_ams_ontem_hoje_ref.475a8fb3-8408-378c-b5bd-f1d948909a68,-47.441,-10.014,2019-07-08T16:05:00,AQUA_M-T,RIO SONO,TOCANTINS,Brasil,POINT (-10.014 -47.441)
focos_ams_ontem_hoje_ref.477600d2-099d-397e-9ad1-ddd3f7264687,-59.74,-26.147,2019-07-08T17:40:00,AQUA_M-T,Libertador General San Martín,Chaco,Argentina,POINT (-26.147 -59.74)
focos_ams_ontem_hoje_ref.478c89eb-7738-3cf9-b5aa-3e0d5b44dcdf,-58.482,-29.237,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.237 -58.482)
focos_ams_ontem_hoje_ref.47b5cbf1-023b-3936-a191-722ef2511876,-50.975,-10.953,2019-07-08T17:45:00,AQUA_M-T,LUCIARA,MATO GROSSO,Brasil,POINT (-10.953 -50.975)
focos_ams_ontem_hoje_ref.48368d73-fe98-3fec-b6d3-cbcf67580861,-56.586,-20.852,2019-07-08T17:40:00,AQUA_M-T,BONITO,MATO GROSSO DO SUL,Brasil,POINT (-20.852 -56.586)
focos_ams_ontem_hoje_ref.487a9a06-960c-3f58-9a60-b4036f4111ea,-57.13,-22.382,2019-07-08T17:40:00,AQUA_M-T,San Carlos,Concepción,Paraguay,POINT (-22.382 -57.13)
focos_ams_ontem_hoje_ref.487e71d6-8734-36f0-8066-1ae9adc69140,-62.508,-29.959,2019-07-08T17:40:00,AQUA_M-T,Mitre,Santiago del Estero,Argentina,POINT (-29.959 -62.508)
focos_ams_ontem_hoje_ref.48b5f294-68c9-385a-b119-a32f5d974f5c,-62.518,-29.471,2019-07-08T17:40:00,AQUA_M-T,Aguirre,Santiago del Estero,Argentina,POINT (-29.471 -62.518)
focos_ams_ontem_hoje_ref.48bce329-314f-3224-a6e9-6cb181506c24,-57.297,-28.64,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-28.64 -57.297)
focos_ams_ontem_hoje_ref.48d22397-6657-3649-9855-0e5d1f6f6dca,-55.641,-26.27,2019-07-08T17:40:00,AQUA_M-T,Tabaí,Caazapá,Paraguay,POINT (-26.27 -55.641)
focos_ams_ontem_hoje_ref.48d85d51-e6f7-3a9f-8f73-04e54ed655c2,-56.738,-26.976,2019-07-08T17:40:00,AQUA_M-T,Santiago,Misiones,Paraguay,POINT (-26.976 -56.738)
focos_ams_ontem_hoje_ref.48f2a381-4bca-3d18-8fd9-f5c61fb40d5f,-58.027,-25.417,2019-07-08T17:40:00,AQUA_M-T,Pilcomayo,Formosa,Argentina,POINT (-25.417 -58.027)
